40.70536767	-73.99605274	46
40.748273	-73.988127	46
34.16521830491902	-118.16568938433323	2333
-23.490353452288442	-46.821327922094156	209
48.993477258268356	2.4136065664017847	74683
41.76663587897134	12.596165540447373	2226
33.6045812681778	-112.21210004588515	843
40.10461602418852	-75.25630688619309	13556
34.404704926068185	-118.4163468316014	2333
-23.490305285289008	-46.80782987761539	209
48.96831362352958	2.2020333453924015	74683
41.76874640586578	12.603976596088643	2226
33.168275986309524	-112.12068924200001	843
39.82740976534125	-75.3013123618695	13556
40.7271612	-74.02047157	46
34.19100276	-118.60333443	2333
